Country_code,Country_name,Series_code,Series_name,Year,Value
GIB,Gibraltar,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,4.67782398712
GIN,Guinea,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,6.77878142117
GMB,"Gambia, The",ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,1.53259417073
GNB,Guinea-Bissau,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,7.64899428928
GNQ,Equatorial Guinea,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,7.26343264375
GRC,Greece,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,6.61848971407
GRD,Grenada,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,1.64525375877
GRL,Greenland,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,40.3147290815
GTM,Guatemala,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,27.2851288685
GUM,Guam,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,25.5316054053
GUY,Guyana,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,2.93844271517
HIC,High income,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,12.1108064859738
HKG,"Hong Kong SAR, China",ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,41.2267180693
HND,Honduras,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,15.0095296915
HRV,Croatia,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,7.09080106508
HTI,Haiti,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,0.268058324771
HUN,Hungary,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,4.66390432119
IDN,Indonesia,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,10.8759846749
IMY,Isle of Man,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,
IND,India,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,5.22862538279
IRL,Ireland,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,0.907609914652
IRN,"Iran, Islamic Rep.",ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,5.55005961223
IRQ,Iraq,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,0.0513586926115
ISL,Iceland,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,9.64886649362
ISR,Israel,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,18.7427071298
ITA,Italy,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,7.90953302914
JAM,Jamaica,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,14.0708026762
JOR,Jordan,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,9.41106786959
JPN,Japan,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,15.0439782662
KAZ,Kazakhstan,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,2.42647619391
KEN,Kenya,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,11.6070691517
KGZ,Kyrgyz Republic,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,6.77170559257
KHM,Cambodia,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,18.3335675734
KIR,Kiribati,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,5.02421869848
KNA,St. Kitts and Nevis,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,3.56643471597
KOR,"Korea, Rep.",ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,2.17921028474
KSV,Kosovo,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,
KWT,Kuwait,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,1.58636940393
LAC,Latin America & Caribbean,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,12.7522980729009
LAO,Lao PDR,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,15.055283833
LBN,Lebanon,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,0.477162944896
LBR,Liberia,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,18.1421033959
LBY,Libya,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,0.111023130526
LCA,St. Lucia,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,14.2619603439
LIC,Low income,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,9.86626984040726
LIE,Liechtenstein,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,38.888910416
LKA,Sri Lanka,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,19.6688708546
LMC,Lower middle income,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,8.2269719478716
LMY,Low & middle income,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,9.74698541774424
LSO,Lesotho,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,0.485408486798
LTU,Lithuania,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,4.39417934846
LUX,Luxembourg,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,12.515995954
LVA,Latvia,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,6.69494774307
MAC,"Macao SAR, China",ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,
MAF,St. Martin (French part),ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,
MAR,Morocco,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,1.54493896965
MCO,Monaco,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,23.6252608347
MDA,Moldova,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,1.33544690442
MDG,Madagascar,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,2.11420193606
MDV,Maldives,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,
MEX,Mexico,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,4.12223448402
MHL,Marshall Islands,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,0.0
MIC,Middle income,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,9.72475196842078
MKD,"Macedonia, FYR",ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,4.62297870563
MLI,Mali,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,2.33842724272
MLT,Malta,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,5.17439624576
MMR,Myanmar,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,3.33999812751
MNA,Middle East & North Africa,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,3.24902127628958
MNE,Montenegro,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,13.1876815472
MNG,Mongolia,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,8.48416298159
MNP,Northern Mariana Islands,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,0.816311517052
MOZ,Mozambique,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,14.821840276
MRT,Mauritania,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,0.53635676093
MUS,Mauritius,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,4.42809036514
MWI,Malawi,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,15.0172319628
MYS,Malaysia,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,17.7577893783
MYT,Mayotte,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,2.16864224840243
NAM,Namibia,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,14.420835416
NCL,New Caledonia,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,5.53712852188
NER,Niger,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,6.83517510803
NGA,Nigeria,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,12.7830124413
NIC,Nicaragua,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,29.2741611037
NIU,Niue,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,22.2040557935
NLD,Netherlands,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,11.5672427423
NOR,Norway,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,5.49897229261
NPL,Nepal,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,14.0227916582
NRU,Nauru,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,
NZL,New Zealand,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,25.1536464561
OMN,Oman,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,9.07022818982
PAK,Pakistan,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,10.2937836088
PAN,Panama,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,17.6438893642
PER,Peru,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,4.78140382021
PHL,Philippines,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,9.09653232074
PLW,Palau,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,0.574623024888
PNG,Papua New Guinea,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,2.57441079429
POL,Poland,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,20.2613320676
PRI,Puerto Rico,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,10.0522713526
PRK,"Korea, Dem. Rep.",ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,3.94013632177
PRT,Portugal,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,5.91951759915
PRY,Paraguay,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,3.76295170335
PYF,French Polynesia,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,0.350086393368
QAT,Qatar,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,0.550683969093
ROM,Romania,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,4.64007332655
RUS,Russian Federation,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,8.82166667007
RWA,Rwanda,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,9.88642607941
SAS,South Asia,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,5.92156276430518
SAU,Saudi Arabia,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,31.2594366791
SDN,Sudan,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,4.7478290806
SEN,Senegal,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,24.0738621159
SGP,Singapore,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,4.98499660006
SID,Small island developing states,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,4.3865262018
SLB,Solomon Islands,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,0.0931376890527
SLE,Sierra Leone,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,4.9590658972
SLV,El Salvador,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,0.644349868289
SMR,San Marino,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,
SOM,Somalia,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,0.584022686432
SRB,Serbia,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,3.01637740995
SSA,Sub-Saharan Africa,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,11.1773262755233
STP,Sao Tome and Principe,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,
SUR,Suriname,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,3.50916025577
SVK,Slovak Republic,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,19.7710960496
SVN,Slovenia,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,8.31139100084
SWE,Sweden,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,7.9253393744
SWZ,Swaziland,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,3.01782924718
SXM,Sint Maarten (Dutch part),ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,
SYC,Seychelles,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,41.9625816409
SYR,Syrian Arab Republic,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,0.253368968061
TCA,Turks and Caicos Islands,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,42.920494273
TCD,Chad,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,9.38583334629
TGO,Togo,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,11.2566153507
THA,Thailand,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,16.3850320319
TJK,Tajikistan,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,4.13671362015
TKM,Turkmenistan,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,2.98643010363
TMP,Timor-Leste,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,0.0
TON,Tonga,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,9.62937922819
TTO,Trinidad and Tobago,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,31.230880388
TUN,Tunisia,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,1.29589210591
TUR,Turkey,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,1.88837537987
TUV,Tuvalu,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,0.0
TZA,Tanzania,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,26.8516838788
UGA,Uganda,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,7.92426453397
UKR,Ukraine,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,2.74635048867
UMC,Upper middle income,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,10.3140872156961
URY,Uruguay,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,0.250930432446
USA,United States,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,14.8017951357
UZB,Uzbekistan,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,2.25542896974
VCT,St. Vincent and the Grenadines,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,10.877854156
VEN,"Venezuela, RB",ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,53.7414426865
VIR,Virgin Islands (U.S.),ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,15.2071369578
VNM,Vietnam,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,5.31445322565
VUT,Vanuatu,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,4.21747381523
WBG,West Bank and Gaza,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,
WLD,World,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,10.3630748106049
WSM,Samoa,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,2.41722837937
YEM,"Yemen, Rep.",ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,1.29138071665e-05
ZAF,South Africa,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,6.81202717779
ZAR,"Congo, Dem. Rep.",ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,9.9861304294
ZMB,Zambia,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,35.9805466084
ZWE,Zimbabwe,ER.LND.PTLD.ZS,Nationally terrestrial protected areas (% of total land area),1995,18.0445091139
ABW,Aruba,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
ADO,Andorra,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
AFG,Afghanistan,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
AGO,Angola,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
ALB,Albania,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
ARE,United Arab Emirates,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
ARG,Argentina,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
ARM,Armenia,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
ASM,American Samoa,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
ATG,Antigua and Barbuda,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
AUS,Australia,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
AUT,Austria,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
AZE,Azerbaijan,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
BDI,Burundi,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
BEL,Belgium,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
BEN,Benin,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
BFA,Burkina Faso,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
BGD,Bangladesh,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
BGR,Bulgaria,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
BHR,Bahrain,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
BHS,"Bahamas, The",IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
BIH,Bosnia and Herzegovina,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
BLR,Belarus,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
BLZ,Belize,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
BMU,Bermuda,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
BOL,Bolivia,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
BRA,Brazil,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
BRB,Barbados,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
BRN,Brunei Darussalam,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
BTN,Bhutan,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
BWA,Botswana,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
CAF,Central African Republic,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
CAN,Canada,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
CHE,Switzerland,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
CHI,Channel Islands,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
CHL,Chile,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
CHN,China,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
CIV,Cote d'Ivoire,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
CMR,Cameroon,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
COG,"Congo, Rep.",IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
COK,Cook Islands,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
COL,Colombia,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
COM,Comoros,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
CPV,Cape Verde,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
CRI,Costa Rica,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
CUB,Cuba,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
CUW,Curacao,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
CYM,Cayman Islands,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
CYP,Cyprus,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
CZE,Czech Republic,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
DEU,Germany,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
DJI,Djibouti,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
DMA,Dominica,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
DNK,Denmark,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
DOM,Dominican Republic,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
DZA,Algeria,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
EAP,East Asia & Pacific,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
ECA,Europe & Central Asia,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
ECU,Ecuador,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
EGY,"Egypt, Arab Rep.",IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
EMU,Euro area,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
ERI,Eritrea,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
ESP,Spain,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
EST,Estonia,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
ETH,Ethiopia,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
FIN,Finland,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
FJI,Fiji,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
FRA,France,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
FRO,Faeroe Islands,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
FSM,"Micronesia, Fed. Sts.",IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
GAB,Gabon,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
GBR,United Kingdom,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
GEO,Georgia,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
GHA,Ghana,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
GIB,Gibraltar,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
GIN,Guinea,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
GMB,"Gambia, The",IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
GNB,Guinea-Bissau,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
GNQ,Equatorial Guinea,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
GRC,Greece,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
GRD,Grenada,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
GRL,Greenland,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
GTM,Guatemala,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
GUM,Guam,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
GUY,Guyana,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
HIC,High income,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
HKG,"Hong Kong SAR, China",IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
HND,Honduras,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
HRV,Croatia,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
HTI,Haiti,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
HUN,Hungary,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
IDN,Indonesia,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
IMY,Isle of Man,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
IND,India,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
IRL,Ireland,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
IRN,"Iran, Islamic Rep.",IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
IRQ,Iraq,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
ISL,Iceland,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
ISR,Israel,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
ITA,Italy,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
JAM,Jamaica,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
JOR,Jordan,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
JPN,Japan,IC.BUS.EASE.XQ,Ease of doing business (ranking 1-183; 1=best),1995,
